YYYY,MM,DD,Date,Time,Date_Davis,Time_Davis,Temp_Out,Hi_Temp,Low_Temp,Out_Hum,Dew_Pt.,Wind_Speed,Wind_Dir,Wind_Run,Hi_Speed,Hi_Dir,Wind_Cod_Dom,Wind_Chill,Heat_Index,THW_Index,THSW_Index,Bar  ,Rain,Rain_Rate,Solar_Rad.,Solar_Energy,Hi_Solar_Rad. ,UV_Index,UV_Dose,Hi_UV ,Heat_D-D ,Cool_D-D ,In_Temp,In_Hum,In_Dew,In_Heat,In_EMC,In_Air_Density,ET ,Soil_1_Moist.,Soil_2_Moist.,Leaf_Wet_1,Wind_Samp,Wind_Tx ,ISS_Recept,Arc._Int.
2010,5,26,26/05/2010,17:00,26/05/2010,17:00,8.1,8.3,8.1,82,5.2,1.8,SSE,1.61,4.0,SSE,7.2,8.1,7.1,6.7,1005.0,0.00,0.0,70,1.51,72,0.0,0.00,0.0,0.106,0.000,14.4,53,5.0,13.4,9.95,1.2075,0.08,---,---,---,127,1,37.1,15,
2010,5,26,26/05/2010,17:15,26/05/2010,17:15,7.6,8.1,7.6,85,5.2,2.2,SSE,2.01,5.4,SE,6.2,7.6,6.2,5.1,1004.5,0.00,0.0,41,0.88,69,0.0,0.00,0.0,0.112,0.000,13.4,52,3.7,12.4,9.83,1.2122,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,17:30,26/05/2010,17:30,7.3,7.6,7.3,84,4.8,2.2,SSE,2.01,10.3,SE,5.8,7.2,5.7,4.1,1004.7,0.40,2.2,17,0.37,19,0.0,0.00,0.0,0.115,0.000,12.6,52,3.0,11.7,9.84,1.2165,0.00,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,17:45,26/05/2010,17:45,7.0,7.3,7.0,86,4.8,1.8,SE,1.61,4.9,SE,5.9,6.9,5.8,3.3,1005.2,0.00,0.0,21,0.45,23,0.0,0.00,0.0,0.118,0.000,12.2,52,2.6,11.3,9.83,1.2186,0.00,---,---,---,349,1,100.0,15,
2010,5,26,26/05/2010,18:00,26/05/2010,18:00,7.1,7.1,6.9,86,4.9,2.2,SSE,2.01,4.9,SE,5.6,7.0,5.5,2.8,1005.2,0.20,0.0,3,0.06,12,0.0,0.00,0.0,0.117,0.000,12.1,51,2.2,11.2,9.65,1.2197,0.03,---,---,---,328,1,95.9,15,
2010,5,26,26/05/2010,18:15,26/05/2010,18:15,7.2,7.2,7.1,88,5.4,2.7,SSE,2.41,4.5,SSE,5.4,7.2,5.4,2.7,1005.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.116,0.000,11.9,51,2.1,11.0,9.65,1.2207,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,18:30,26/05/2010,18:30,7.2,7.2,7.1,87,5.1,2.2,SSE,2.01,5.8,SE,5.7,7.2,5.7,2.9,1005.1,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.116,0.000,11.8,51,2.0,10.9,9.65,1.2209,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,18:45,26/05/2010,18:45,7.1,7.2,7.1,87,5.0,3.1,SSE,2.82,6.3,S,4.9,7.1,4.9,2.2,1005.3,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.117,0.000,11.8,51,2.0,10.9,9.65,1.2211,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,19:00,26/05/2010,19:00,7.0,7.1,7.0,87,5.0,2.7,SSE,2.41,6.7,SSE,5.1,7.0,5.1,2.3,1005.8,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.118,0.000,11.9,51,2.1,11.0,9.65,1.2213,0.03,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,19:15,26/05/2010,19:15,6.8,7.0,6.8,87,4.8,2.2,SE,2.01,4.0,SE,5.3,6.8,5.3,2.5,1006.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.120,0.000,11.9,51,2.1,11.1,9.65,1.2212,0.00,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,19:30,26/05/2010,19:30,6.8,6.8,6.7,88,4.9,2.2,SE,2.01,4.5,SE,5.2,6.8,5.2,2.4,1006.5,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.120,0.000,11.9,51,2.1,11.1,9.65,1.2218,0.00,---,---,---,349,1,100.0,15,
2010,5,26,26/05/2010,19:45,26/05/2010,19:45,6.7,6.8,6.7,88,4.8,2.2,SSE,2.01,4.0,SSE,5.1,6.7,5.1,2.3,1006.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.122,0.000,11.9,51,2.1,11.0,9.65,1.2220,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,20:00,26/05/2010,20:00,6.6,6.7,6.6,87,4.6,2.2,SSE,2.01,4.9,SE,5.1,6.6,5.1,2.2,1006.8,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.122,0.000,11.8,51,2.0,10.9,9.65,1.2230,0.03,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,20:15,26/05/2010,20:15,6.5,6.6,6.5,87,4.5,1.8,SSE,1.61,4.9,ESE,5.3,6.5,5.3,2.5,1007.2,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.123,0.000,11.7,50,1.6,10.8,9.51,1.2239,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,20:30,26/05/2010,20:30,6.5,6.6,6.5,89,4.8,1.8,SSE,1.61,4.0,ESE,5.3,6.5,5.3,2.5,1007.7,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.123,0.000,11.6,50,1.5,10.7,9.51,1.2251,0.00,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,20:45,26/05/2010,20:45,6.6,6.7,6.5,88,4.7,2.2,SSE,2.01,4.9,SE,5.0,6.6,5.0,2.2,1007.9,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.123,0.000,11.6,50,1.5,10.7,9.51,1.2255,0.00,---,---,---,349,1,100.0,15,
2010,5,26,26/05/2010,21:00,26/05/2010,21:00,6.6,6.6,6.5,89,4.9,1.8,SSE,1.61,4.0,S,5.4,6.6,5.4,2.6,1008.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.123,0.000,11.5,50,1.4,10.6,9.50,1.2265,0.03,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,21:15,26/05/2010,21:15,6.7,6.7,6.6,87,4.7,2.2,SSE,2.01,3.6,SSE,5.1,6.7,5.1,2.3,1008.6,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.122,0.000,11.4,50,1.3,10.6,9.50,1.2273,0.00,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,21:30,26/05/2010,21:30,6.6,6.7,6.6,87,4.5,2.7,SSE,2.41,4.9,SE,4.6,6.6,4.6,1.8,1008.8,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.123,0.000,11.4,50,1.3,10.6,9.50,1.2275,0.00,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,21:45,26/05/2010,21:45,6.7,6.7,6.6,88,4.8,2.7,SSE,2.41,4.9,SE,4.7,6.7,4.7,1.9,1009.3,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.122,0.000,11.3,50,1.3,10.5,9.50,1.2284,0.00,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,22:00,26/05/2010,22:00,6.7,6.7,6.7,87,4.7,2.2,SSE,2.01,4.9,SE,5.2,6.7,5.2,2.4,1009.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.121,0.000,11.3,50,1.3,10.5,9.50,1.2285,0.03,---,---,---,352,1,100.0,15,
2010,5,26,26/05/2010,22:15,26/05/2010,22:15,6.7,6.7,6.7,88,4.9,2.7,SE,2.41,5.8,SE,4.8,6.7,4.8,1.9,1009.8,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.121,0.000,11.2,50,1.2,10.4,9.49,1.2296,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,22:30,26/05/2010,22:30,6.7,6.7,6.7,89,5.0,2.7,SSE,2.41,5.4,S,4.7,6.7,4.8,1.9,1009.8,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.122,0.000,11.2,50,1.2,10.4,9.49,1.2296,0.00,---,---,---,350,1,100.0,15,
2010,5,26,26/05/2010,22:45,26/05/2010,22:45,6.6,6.7,6.6,88,4.7,2.7,SE,2.41,6.3,SE,4.6,6.6,4.6,1.8,1010.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.123,0.000,11.2,50,1.1,10.3,9.49,1.2300,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,23:00,26/05/2010,23:00,6.6,6.7,6.6,88,4.8,2.2,SE,2.01,5.4,ESE,5.1,6.6,5.1,2.2,1010.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.122,0.000,11.2,50,1.1,10.3,9.49,1.2301,0.03,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,23:15,26/05/2010,23:15,6.7,6.7,6.6,87,4.7,2.7,SE,2.41,5.8,SE,4.8,6.7,4.8,1.9,1010.1,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.121,0.000,11.2,50,1.1,10.3,9.49,1.2302,0.00,---,---,---,352,1,100.0,15,
2010,5,26,26/05/2010,23:30,26/05/2010,23:30,6.7,6.7,6.7,88,4.8,3.1,SSE,2.82,5.4,ESE,4.4,6.7,4.4,1.7,1010.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.122,0.000,11.1,50,1.0,10.2,9.49,1.2306,0.00,---,---,---,351,1,100.0,15,
2010,5,26,26/05/2010,23:45,26/05/2010,23:45,6.6,6.7,6.6,88,4.7,2.7,SSE,2.41,5.8,ESE,4.6,6.6,4.6,1.8,1010.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.123,0.000,11.1,50,1.0,10.2,9.49,1.2306,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,00:00,27/05/2010,00:00,6.4,6.6,6.4,89,4.7,2.2,SSE,2.01,4.9,SE,4.8,6.4,4.8,1.9,1010.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.124,0.000,11.1,50,1.0,10.2,9.49,1.2310,0.03,---,---,---,348,1,100.0,15,
2010,5,27,27/05/2010,00:15,27/05/2010,00:15,6.3,6.4,6.3,89,4.7,1.8,SSE,1.61,3.6,SSE,5.1,6.3,5.1,2.3,1010.6,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.125,0.000,11.0,50,1.0,10.2,9.49,1.2316,0.00,---,---,---,348,1,100.0,15,
2010,5,27,27/05/2010,00:30,27/05/2010,00:30,6.1,6.3,6.1,90,4.6,1.3,SE,1.21,3.6,SSE,5.4,6.1,5.4,2.7,1011.1,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.127,0.000,11.0,51,1.2,10.2,9.65,1.2321,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,00:45,27/05/2010,00:45,5.9,6.2,5.9,91,4.6,0.9,SE,0.80,2.7,SSE,5.9,5.9,5.9,3.2,1011.1,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.129,0.000,10.9,51,1.1,10.1,9.65,1.2326,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,01:00,27/05/2010,01:00,6.1,6.1,5.9,90,4.5,0.9,SE,0.80,3.1,SE,6.1,6.1,6.1,3.3,1011.3,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.128,0.000,10.9,50,0.9,10.1,9.48,1.2331,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,01:15,27/05/2010,01:15,6.2,6.2,6.1,88,4.3,0.4,SE,0.40,2.2,SSE,6.2,6.2,6.2,3.3,1011.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.127,0.000,10.8,51,1.1,10.1,9.65,1.2332,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,01:30,27/05/2010,01:30,5.7,6.2,5.7,89,4.0,0.9,SSE,0.80,2.2,SSE,5.7,5.7,5.7,2.9,1011.2,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.132,0.000,10.7,51,1.0,10.0,9.65,1.2336,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,01:45,27/05/2010,01:45,5.6,5.7,5.6,91,4.2,0.9,SSE,0.80,2.2,SSE,5.6,5.6,5.6,2.8,1011.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.133,0.000,10.7,51,1.0,10.0,9.65,1.2337,0.00,---,---,---,352,1,100.0,15,
2010,5,27,27/05/2010,02:00,27/05/2010,02:00,5.5,5.6,5.5,92,4.3,0.4,SSE,0.40,1.8,SSE,5.5,5.5,5.5,2.7,1011.3,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.134,0.000,10.7,51,0.9,9.9,9.65,1.2340,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,02:15,27/05/2010,02:15,5.7,5.7,5.5,92,4.5,0.0,SSE,0.00,0.9,SSE,5.7,5.7,5.7,2.9,1011.3,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.132,0.000,10.6,51,0.8,9.8,9.65,1.2345,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,02:30,27/05/2010,02:30,5.9,5.9,5.7,92,4.7,0.0,SSE,0.00,1.8,SSE,5.9,5.9,5.9,3.1,1011.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.130,0.000,10.6,51,0.8,9.8,9.65,1.2346,0.00,---,---,---,349,1,100.0,15,
2010,5,27,27/05/2010,02:45,27/05/2010,02:45,6.2,6.2,5.9,92,5.0,0.4,SSE,0.40,2.2,SE,6.2,6.2,6.2,3.3,1011.2,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.127,0.000,10.5,51,0.8,9.8,9.65,1.2346,0.00,---,---,---,329,1,96.2,15,
2010,5,27,27/05/2010,03:00,27/05/2010,03:00,6.1,6.2,6.1,92,4.9,0.4,ESE,0.40,2.2,SE,6.1,6.1,6.1,3.3,1011.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.127,0.000,10.5,51,0.8,9.8,9.65,1.2344,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,03:15,27/05/2010,03:15,6.1,6.2,6.1,92,4.9,0.4,ESE,0.40,2.2,ESE,6.1,6.1,6.1,3.3,1011.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.127,0.000,10.4,51,0.7,9.7,9.65,1.2350,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,03:30,27/05/2010,03:30,5.6,6.2,5.6,92,4.4,0.9,NNW,0.80,3.6,NW,5.6,5.6,5.6,2.8,1010.9,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.133,0.000,10.4,51,0.7,9.7,9.65,1.2348,0.00,---,---,---,349,1,100.0,15,
2010,5,27,27/05/2010,03:45,27/05/2010,03:45,4.9,5.6,4.9,95,4.2,2.2,NW,2.01,3.6,N,3.0,4.9,3.1,0.3,1011.2,0.20,0.0,0,0.00,0,0.0,0.00,0.0,0.140,0.000,10.4,51,0.7,9.7,9.65,1.2352,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,04:00,27/05/2010,04:00,4.7,4.9,4.7,94,3.8,0.9,NW,0.80,3.1,NW,4.6,4.7,4.6,1.8,1011.5,3.00,23.8,0,0.00,0,0.0,0.00,0.0,0.142,0.000,10.3,51,0.6,9.7,9.65,1.2358,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,04:15,27/05/2010,04:15,4.4,4.6,4.4,95,3.7,1.3,NW,1.21,2.7,NW,3.6,4.5,3.6,0.8,1011.9,0.40,7.8,0,0.00,0,0.0,0.00,0.0,0.145,0.000,10.2,51,0.5,9.6,9.65,1.2368,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,04:30,27/05/2010,04:30,4.3,4.4,4.3,96,3.8,0.9,NW,0.80,2.2,NW,4.2,4.4,4.2,1.4,1012.1,0.20,1.4,0,0.00,0,0.0,0.00,0.0,0.146,0.000,10.2,51,0.5,9.6,9.65,1.2371,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,04:45,27/05/2010,04:45,4.2,4.3,4.2,96,3.6,1.3,NW,1.21,2.7,NNW,3.3,4.3,3.3,0.6,1012.4,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.147,0.000,10.2,51,0.5,9.5,9.65,1.2377,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,05:00,27/05/2010,05:00,4.3,4.3,4.2,96,3.7,0.9,NNW,0.80,1.8,NNW,4.1,4.3,4.2,1.4,1012.5,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.146,0.000,10.2,51,0.5,9.5,9.65,1.2379,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,05:15,27/05/2010,05:15,4.3,4.4,4.3,96,3.8,0.4,N,0.40,1.3,N,4.3,4.4,4.4,1.6,1012.5,0.40,4.0,0,0.00,0,0.0,0.00,0.0,0.146,0.000,10.1,51,0.4,9.4,9.65,1.2384,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,05:30,27/05/2010,05:30,4.4,4.4,4.3,96,3.9,0.4,NNW,0.40,1.3,N,4.4,4.5,4.5,1.7,1012.8,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.145,0.000,10.0,51,0.3,9.3,9.65,1.2390,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,05:45,27/05/2010,05:45,4.5,4.5,4.4,96,3.9,0.0,NNW,0.00,1.3,NNW,4.5,4.6,4.6,1.8,1013.0,0.00,0.0,0,0.00,0,0.0,0.00,0.0,0.144,0.000,10.0,51,0.3,9.3,9.65,1.2392,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,06:00,27/05/2010,06:00,4.5,4.6,4.5,95,3.8,0.4,NNW,0.40,1.8,NW,4.5,4.6,4.6,1.8,1013.3,0.20,0.0,0,0.00,0,0.0,0.00,0.0,0.144,0.000,9.9,51,0.2,9.2,9.65,1.2402,0.00,---,---,---,349,1,100.0,15,
2010,5,27,27/05/2010,06:15,27/05/2010,06:15,4.3,4.5,4.3,95,3.6,0.9,NW,0.80,2.2,WNW,4.2,4.4,4.2,1.4,1013.8,0.20,0.8,0,0.00,0,0.0,0.00,0.0,0.146,0.000,9.9,51,0.2,9.2,9.65,1.2408,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,06:30,27/05/2010,06:30,4.3,4.4,4.3,96,3.8,0.4,NW,0.40,1.8,NW,4.3,4.4,4.4,1.6,1013.8,0.40,1.8,0,0.00,0,0.0,0.00,0.0,0.146,0.000,9.9,51,0.2,9.2,9.65,1.2408,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,06:45,27/05/2010,06:45,4.3,4.3,4.3,97,3.8,0.9,NW,0.80,2.2,NNW,4.1,4.3,4.2,1.4,1013.8,0.00,0.8,0,0.00,0,0.0,0.00,0.0,0.146,0.000,9.8,51,0.2,9.2,9.64,1.2411,0.00,---,---,---,348,1,100.0,15,
2010,5,27,27/05/2010,07:00,27/05/2010,07:00,4.3,4.3,4.2,97,3.8,0.9,NNW,0.80,1.8,NNW,4.1,4.3,4.2,1.4,1014.0,0.20,0.8,3,0.06,7,0.0,0.00,0.0,0.146,0.000,9.7,51,0.1,9.1,9.64,1.2419,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,07:15,27/05/2010,07:15,4.2,4.3,4.2,97,3.8,1.3,NNW,1.21,2.7,NNW,3.3,4.3,3.3,0.7,1014.1,0.40,1.8,8,0.17,11,0.0,0.00,0.0,0.147,0.000,9.7,51,0.0,9.0,9.64,1.2422,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,07:30,27/05/2010,07:30,4.3,4.3,4.2,97,3.8,1.3,NNW,1.21,2.7,NNW,3.3,4.3,3.4,0.8,1014.4,0.00,0.8,16,0.34,23,0.0,0.00,0.0,0.146,0.000,9.6,51,-0.0,8.9,9.64,1.2429,0.00,---,---,---,352,1,100.0,15,
2010,5,27,27/05/2010,07:45,27/05/2010,07:45,4.5,4.5,4.3,97,4.1,0.9,NNW,0.80,1.8,NNW,4.4,4.6,4.4,3.4,1014.7,0.20,0.8,46,0.99,76,0.0,0.00,0.0,0.144,0.000,9.5,51,-0.1,8.8,9.63,1.2438,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,08:00,27/05/2010,08:00,4.6,4.6,4.5,96,4.0,0.9,NW,0.80,1.8,NW,4.4,4.6,4.5,3.8,1015.1,0.20,0.0,56,1.20,79,0.0,0.00,0.0,0.144,0.000,9.4,51,-0.2,8.8,9.63,1.2445,0.03,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,08:15,27/05/2010,08:15,4.6,4.6,4.6,97,4.1,0.9,NW,0.80,1.8,NW,4.4,4.6,4.5,3.8,1015.1,1.20,7.2,57,1.23,88,0.0,0.00,0.0,0.144,0.000,9.3,51,-0.3,8.7,9.63,1.2452,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,08:30,27/05/2010,08:30,4.7,4.7,4.6,96,4.1,0.4,WNW,0.40,1.8,NW,4.7,4.8,4.8,4.6,1015.3,1.20,19.6,83,1.78,116,0.0,0.00,0.0,0.142,0.000,9.3,51,-0.4,8.6,9.62,1.2457,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,08:45,27/05/2010,08:45,4.9,4.9,4.7,97,4.5,0.0,NW,0.00,0.9,WNW,4.9,4.9,4.9,4.7,1015.3,0.40,12.0,85,1.83,97,0.0,0.00,0.5,0.140,0.000,9.3,51,-0.4,8.6,9.62,1.2457,0.00,---,---,---,349,1,100.0,15,
2010,5,27,27/05/2010,09:00,27/05/2010,09:00,4.9,4.9,4.8,96,4.3,0.0,---,0.00,0.0,---,4.9,4.9,4.9,3.7,1015.8,1.20,15.4,45,0.97,72,0.0,0.00,0.0,0.140,0.000,9.2,51,-0.5,8.5,9.62,1.2467,0.03,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,09:15,27/05/2010,09:15,5.1,5.1,4.9,95,4.3,0.4,SE,0.40,3.1,ESE,5.1,5.1,5.1,4.0,1015.6,1.80,13.2,53,1.14,69,0.0,0.00,0.0,0.138,0.000,9.2,51,-0.5,8.5,9.62,1.2466,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,09:30,27/05/2010,09:30,5.0,5.2,5.0,94,4.1,1.3,SE,1.21,3.1,SE,4.2,5.1,4.2,4.0,1015.7,0.60,13.2,105,2.26,165,0.9,0.10,1.6,0.139,0.000,9.2,51,-0.5,8.5,9.62,1.2467,0.00,---,---,---,328,1,95.9,15,
2010,5,27,27/05/2010,09:45,27/05/2010,09:45,6.3,6.3,5.0,92,5.1,1.8,SSE,1.61,4.0,SSE,5.1,6.3,5.1,6.9,1015.7,0.20,1.2,257,5.53,378,2.2,0.24,2.9,0.126,0.000,9.1,51,-0.5,8.4,9.62,1.2470,0.00,---,---,---,352,1,100.0,15,
2010,5,27,27/05/2010,10:00,27/05/2010,10:00,7.2,7.2,6.3,89,5.5,2.2,SSE,2.01,6.3,ESE,5.7,7.3,5.8,9.1,1015.6,0.00,0.0,404,8.69,575,4.1,0.44,6.0,0.116,0.000,9.2,51,-0.5,8.5,9.62,1.2466,0.10,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,10:15,27/05/2010,10:15,7.3,7.4,7.2,87,5.3,2.2,SSE,2.01,4.9,SSE,5.8,7.3,5.8,8.8,1015.6,0.00,0.0,379,8.15,563,4.3,0.46,5.3,0.115,0.000,9.3,51,-0.4,8.6,9.62,1.2460,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,10:30,27/05/2010,10:30,8.5,8.5,7.3,83,5.8,2.7,SSE,2.41,4.9,SE,6.9,8.4,6.9,10.6,1015.5,0.00,0.0,694,14.92,780,7.1,0.76,7.8,0.102,0.000,9.4,52,0.1,8.8,9.75,1.2449,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,10:45,27/05/2010,10:45,8.1,8.7,8.1,83,5.3,2.2,SSE,2.01,4.9,SSE,6.7,8.0,6.7,9.4,1015.4,0.00,0.0,385,8.28,763,4.9,0.53,8.1,0.107,0.000,9.6,52,0.2,9.0,9.75,1.2440,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,11:00,27/05/2010,11:00,8.2,8.2,7.9,85,5.8,1.8,SSE,1.61,4.0,SSE,7.3,8.2,7.3,9.9,1015.6,0.00,0.0,368,7.91,510,5.2,0.56,6.8,0.105,0.000,9.7,52,0.3,9.1,9.75,1.2437,0.20,---,---,---,352,1,100.0,15,
2010,5,27,27/05/2010,11:15,27/05/2010,11:15,9.1,9.1,8.2,82,6.2,2.2,SE,2.01,4.5,SE,7.9,9.1,7.9,12.1,1015.3,0.00,0.0,849,18.26,932,9.7,1.04,10.2,0.096,0.000,9.9,52,0.5,9.3,9.75,1.2425,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,11:30,27/05/2010,11:30,9.5,9.5,9.2,80,6.2,2.2,SSE,2.01,4.9,SE,8.4,9.4,8.3,12.3,1015.1,0.00,0.0,850,18.28,889,9.8,1.05,11.0,0.092,0.000,10.1,52,0.6,9.4,9.75,1.2414,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,11:45,27/05/2010,11:45,10.0,10.1,9.5,76,6.0,2.2,SE,2.01,4.0,SE,9.0,9.9,8.9,12.2,1014.9,0.00,0.0,471,10.13,606,9.0,0.96,12.8,0.087,0.000,10.2,52,0.8,9.6,9.76,1.2403,0.00,---,---,---,350,1,100.0,15,
2010,5,27,27/05/2010,12:00,27/05/2010,12:00,10.0,10.0,9.7,81,6.9,2.2,SSE,2.01,5.8,ESE,9.0,10.0,9.0,12.8,1014.6,0.00,0.0,535,11.50,654,9.1,0.98,13.4,0.087,0.000,10.4,52,0.9,9.7,9.76,1.2392,0.33,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,12:15,27/05/2010,12:15,9.8,10.0,9.8,80,6.5,2.7,SSE,2.41,4.9,SE,8.4,9.8,8.4,12.8,1014.3,0.00,0.0,752,16.17,946,10.8,1.16,13.0,0.089,0.000,10.5,52,1.0,9.8,9.77,1.2382,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,12:30,27/05/2010,12:30,9.9,10.2,9.8,79,6.4,2.2,SSE,2.01,4.9,SSE,8.9,9.8,8.8,12.8,1013.8,0.00,0.0,568,12.21,997,9.9,1.06,13.3,0.088,0.000,10.7,52,1.2,9.9,9.77,1.2369,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,12:45,27/05/2010,12:45,8.7,9.9,8.7,83,5.9,2.7,SSE,2.41,4.9,SE,7.1,8.6,7.1,9.2,1013.8,0.00,0.0,337,7.25,424,5.9,0.63,7.2,0.101,0.000,10.7,52,1.3,10.0,9.78,1.2366,0.00,---,---,---,351,1,100.0,15,
2010,5,27,27/05/2010,13:00,27/05/2010,13:00,7.9,8.7,7.9,87,5.9,2.2,SSE,2.01,4.0,SSE,6.6,8.0,6.7,7.6,1013.5,0.00,0.0,222,4.77,341,3.7,0.40,5.3,0.108,0.000,10.7,52,1.3,10.0,9.78,1.2363,0.23,---,---,---,351,1,100.0,15,
